Id,Name,Sex,ClassName,Month,Amount,LiveAtSchool
13952,王同学,男,高三(01),201809,-743.1,True
13952,王同学,男,高三(01),201810,-412.2,True
13952,王同学,男,高三(01),201811,-461.55,True
13952,王同学,男,高三(01),201812,-553.3,True
13952,王同学,男,高三(01),201901,-403.6,True
13953,沈同学,女,高三(04),201807,-84,False
13953,沈同学,女,高三(04),201808,-88,False
13953,沈同学,女,高三(04),201809,-490.6,False
13953,沈同学,女,高三(04),201810,-386.9,False
13953,沈同学,女,高三(04),201811,-447.8,False
13953,沈同学,女,高三(04),201812,-386.25,False
13953,沈同学,女,高三(04),201901,-231.8,False
13954,黄同学,男,高三(01),201807,0,False
13954,黄同学,男,高三(01),201808,0,False
13954,黄同学,男,高三(01),201809,0,False
13954,黄同学,男,高三(01),201810,0,False
13954,黄同学,男,高三(01),201811,0,False
13954,黄同学,男,高三(01),201812,0,False
13954,黄同学,男,高三(01),201901,0,False
13955,俞同学,女,高三(02),201807,-66,False
13955,俞同学,女,高三(02),201808,-121.5,False
13955,俞同学,女,高三(02),201809,-285.4,False
13955,俞同学,女,高三(02),201810,-219,False
13955,俞同学,女,高三(02),201811,-259.6,False
13955,俞同学,女,高三(02),201812,-309.8,False
13955,俞同学,女,高三(02),201901,-229.9,False
13956,陆同学,男,高三(02),201807,0,False
13956,陆同学,男,高三(02),201808,0,False
13956,陆同学,男,高三(02),201809,0,False
13956,陆同学,男,高三(02),201810,0,False
13956,陆同学,男,高三(02),201811,-11,False
13956,陆同学,男,高三(02),201812,0,False
13956,陆同学,男,高三(02),201901,0,False
13957,黄同学,男,高三(02),201807,-139.3,False
13957,黄同学,男,高三(02),201808,-103,False
13957,黄同学,男,高三(02),201809,-417.4,False
13957,黄同学,男,高三(02),201810,-375.5,False
13957,黄同学,男,高三(02),201811,-338.35,False
13957,黄同学,男,高三(02),201812,-384,False
13957,黄同学,男,高三(02),201901,-308,False
13958,李同学,女,高三(01),201807,-60,False
13958,李同学,女,高三(01),201808,-59.5,False
13958,李同学,女,高三(01),201809,-357.5,False
13958,李同学,女,高三(01),201810,-260.1,False
13958,李同学,女,高三(01),201811,-276.1,False
13958,李同学,女,高三(01),201812,-197.1,False
13958,李同学,女,高三(01),201901,-131.25,False
13959,傅同学,女,高三(02),201807,-133.3,False
13959,傅同学,女,高三(02),201808,-86,False
13959,傅同学,女,高三(02),201809,-547.1,False
13959,傅同学,女,高三(02),201810,-433.35,False
13959,傅同学,女,高三(02),201811,-459.45,False
13959,傅同学,女,高三(02),201812,-526.2,False
13959,傅同学,女,高三(02),201901,-348.9,False
13960,谢同学,女,高三(06),201807,-11,False
13960,谢同学,女,高三(06),201808,-99,False
13960,谢同学,女,高三(06),201809,-59,False
13960,谢同学,女,高三(06),201810,-48,False
13960,谢同学,女,高三(06),201811,-213.2,False
13960,谢同学,女,高三(06),201812,-222.3,False
13960,谢同学,女,高三(06),201901,-62,False
13961,王同学,女,高三(09),201807,-58.6,False
13961,王同学,女,高三(09),201808,-89,False
13961,王同学,女,高三(09),201809,-405.7,False
13961,王同学,女,高三(09),201810,-359.45,False
13961,王同学,女,高三(09),201811,-461.1,False
13961,王同学,女,高三(09),201812,-495.85,False
13961,王同学,女,高三(09),201901,-275.5,False
13962,叶同学,女,高三(01),201807,0,False
13962,叶同学,女,高三(01),201808,0,False
13962,叶同学,女,高三(01),201809,0,False
13962,叶同学,女,高三(01),201810,0,False
13962,叶同学,女,高三(01),201811,0,False
13962,叶同学,女,高三(01),201812,0,False
13962,叶同学,女,高三(01),201901,0,False
13963,李同学,女,高三(02),201807,-106.4,True
13963,李同学,女,高三(02),201808,-115.6,True
13963,李同学,女,高三(02),201809,-617.3,True
13963,李同学,女,高三(02),201810,-524.25,True
13963,李同学,女,高三(02),201811,-679.55,True
13963,李同学,女,高三(02),201812,-498,True
13963,李同学,女,高三(02),201901,-426.65,True
13964,杨同学,女,高三(01),201807,-55,False
13964,杨同学,女,高三(01),201808,-222.4,False
13964,杨同学,女,高三(01),201809,-638.3,False
13964,杨同学,女,高三(01),201810,-510.2,False
13964,杨同学,女,高三(01),201811,-468.3,False
13964,杨同学,女,高三(01),201812,-703.35,False
13964,杨同学,女,高三(01),201901,-287.75,False
13965,卢同学,男,高三(02),201807,-119.5,True
13965,卢同学,男,高三(02),201808,-86.3,True
13965,卢同学,男,高三(02),201809,-619.56,True
13965,卢同学,男,高三(02),201810,-504,True
13965,卢同学,男,高三(02),201811,-602.75,True
13965,卢同学,男,高三(02),201812,-602.7,True
13965,卢同学,男,高三(02),201901,-435.1,True
13966,刘同学,女,高三(02),201807,-71.2,False
13966,刘同学,女,高三(02),201808,-91.6,False
13966,刘同学,女,高三(02),201809,-457.9,False
13966,刘同学,女,高三(02),201810,-380.9,False
13966,刘同学,女,高三(02),201811,-325.9,False
13966,刘同学,女,高三(02),201812,-362.8,False
13966,刘同学,女,高三(02),201901,-303.95,False
13967,权同学,女,高三未分班,201807,0,False
13967,权同学,女,高三未分班,201808,0,False
13967,权同学,女,高三未分班,201809,0,False
13967,权同学,女,高三未分班,201810,0,False
13967,权同学,女,高三未分班,201811,0,False
13967,权同学,女,高三未分班,201812,-9,False
13967,权同学,女,高三未分班,201901,0,False
13968,江同学,男,高三(03),201807,-61.8,False
13968,江同学,男,高三(03),201808,-154,False
13968,江同学,男,高三(03),201809,-649.8,False
13968,江同学,男,高三(03),201810,-573.9,False
13968,江同学,男,高三(03),201811,-508.05,False
13968,江同学,男,高三(03),201812,-616.9,False
13968,江同学,男,高三(03),201901,-317.3,False
13969,周同学,男,高三(01),201807,-151.4,False
13969,周同学,男,高三(01),201808,-132,False
13969,周同学,男,高三(01),201809,-980.2,False
13969,周同学,男,高三(01),201810,-610.65,False
13969,周同学,男,高三(01),201811,-679.55,False
13969,周同学,男,高三(01),201812,-752.35,False
13969,周同学,男,高三(01),201901,-588.1,False
13970,赵同学,男,高三(04),201807,-64.6,False
13970,赵同学,男,高三(04),201808,-159.4,False
13970,赵同学,男,高三(04),201809,-698.98,False
13970,赵同学,男,高三(04),201810,-653.55,False
13970,赵同学,男,高三(04),201811,-676,False
13970,赵同学,男,高三(04),201812,-681.95,False
13970,赵同学,男,高三(04),201901,-556.55,False
13971,周同学,女,高三(07),201807,0,False
13971,周同学,女,高三(07),201808,0,False
13971,周同学,女,高三(07),201809,0,False
13971,周同学,女,高三(07),201810,0,False
13971,周同学,女,高三(07),201811,0,False
13971,周同学,女,高三(07),201812,-225.4,False
13971,周同学,女,高三(07),201901,-246.65,False
13972,杨同学,男,高三(02),201807,-120.8,False
13972,杨同学,男,高三(02),201808,-120.5,False
13972,杨同学,男,高三(02),201809,-411.8,False
13972,杨同学,男,高三(02),201810,-413.5,False
13972,杨同学,男,高三(02),201811,-590.75,False
13972,杨同学,男,高三(02),201812,-528.15,False
13972,杨同学,男,高三(02),201901,-317,False
13973,张同学,女,高三(10),201807,-111.5,False
13973,张同学,女,高三(10),201808,-101.5,False
13973,张同学,女,高三(10),201809,-407.6,False
13973,张同学,女,高三(10),201810,-347.2,False
13973,张同学,女,高三(10),201811,-520.6,False
13973,张同学,女,高三(10),201812,-409.75,False
13973,张同学,女,高三(10),201901,-334.3,False
13974,梁同学,女,高三(01),201807,-115.6,False
13974,梁同学,女,高三(01),201808,-87,False
13974,梁同学,女,高三(01),201809,-353.6,False
13974,梁同学,女,高三(01),201810,-229.5,False
13974,梁同学,女,高三(01),201811,-302.5,False
13974,梁同学,女,高三(01),201812,-308.95,False
13974,梁同学,女,高三(01),201901,-225.4,False
13975,应同学,女,高三(02),201807,-89.7,False
13975,应同学,女,高三(02),201808,-102.7,False
13975,应同学,女,高三(02),201809,-445.7,False
13975,应同学,女,高三(02),201810,-365.5,False
13975,应同学,女,高三(02),201811,-293.75,False
13975,应同学,女,高三(02),201812,-367.35,False
13975,应同学,女,高三(02),201901,-266.75,False
13976,杨同学,女,高三(01),201807,-96.4,False
13976,杨同学,女,高三(01),201808,-76,False
13976,杨同学,女,高三(01),201809,-229.3,False
13976,杨同学,女,高三(01),201810,-252,False
13976,杨同学,女,高三(01),201811,-239.05,False
13976,杨同学,女,高三(01),201812,-351.6,False
13976,杨同学,女,高三(01),201901,-153.6,False
13977,柳同学,男,高三(02),201807,-130.3,False
13977,柳同学,男,高三(02),201808,-190.6,False
13977,柳同学,男,高三(02),201809,-394.2,False
13977,柳同学,男,高三(02),201810,-355.6,False
13977,柳同学,男,高三(02),201811,-428.65,False
13977,柳同学,男,高三(02),201812,-149.2,False
13977,柳同学,男,高三(02),201901,0,False
13978,陈同学,女,高三(01),201807,-73.6,False
13978,陈同学,女,高三(01),201808,-112,False
13978,陈同学,女,高三(01),201809,-352.1,False
13978,陈同学,女,高三(01),201810,-298.25,False
13978,陈同学,女,高三(01),201811,-378.25,False
13978,陈同学,女,高三(01),201812,-384.1,False
13978,陈同学,女,高三(01),201901,-272.3,False
13979,施同学,女,高三(09),201807,-9,False
13979,施同学,女,高三(09),201808,-62.5,False
13979,施同学,女,高三(09),201809,-288.2,False
13979,施同学,女,高三(09),201810,-304.2,False
13979,施同学,女,高三(09),201811,-427.9,False
13979,施同学,女,高三(09),201812,-423.6,False
13979,施同学,女,高三(09),201901,-292.8,False
13980,刘同学,男,高三(02),201807,-72,False
13980,刘同学,男,高三(02),201808,-106.5,False
13980,刘同学,男,高三(02),201809,-370.8,False
13980,刘同学,男,高三(02),201810,-375.05,False
13980,刘同学,男,高三(02),201811,-399.95,False
13980,刘同学,男,高三(02),201812,-303.05,False
13980,刘同学,男,高三(02),201901,-252.5,False
13981,张同学,男,高三(01),201807,-138,False
13981,张同学,男,高三(01),201808,-181,False
13981,张同学,男,高三(01),201809,-561,False
13981,张同学,男,高三(01),201810,-563.55,False
13981,张同学,男,高三(01),201811,-466.45,False
13981,张同学,男,高三(01),201812,-527.7,False
13981,张同学,男,高三(01),201901,-348.45,False
13982,袁同学,男,高三(01),201807,-131.8,True
13982,袁同学,男,高三(01),201808,-175.1,True
13982,袁同学,男,高三(01),201809,-462.6,True
13982,袁同学,男,高三(01),201810,-370.8,True
13982,袁同学,男,高三(01),201811,-426.05,True
13982,袁同学,男,高三(01),201812,-491.45,True
13982,袁同学,男,高三(01),201901,-383.45,True
13983,裘同学,男,高三(02),201807,-165.6,False
13983,裘同学,男,高三(02),201808,-89,False
13983,裘同学,男,高三(02),201809,-539.4,False
13983,裘同学,男,高三(02),201810,-466.25,False
13983,裘同学,男,高三(02),201811,-501,False
13983,裘同学,男,高三(02),201812,-506.85,False
13983,裘同学,男,高三(02),201901,-432.52,False
13984,李同学,女,高三(10),201807,-65.9,False
13984,李同学,女,高三(10),201808,-96,False
13984,李同学,女,高三(10),201809,-445.8,False
13984,李同学,女,高三(10),201810,-316.05,False
13984,李同学,女,高三(10),201811,-396.4,False
13984,李同学,女,高三(10),201812,-338.5,False
13984,李同学,女,高三(10),201901,-187.35,False
13985,潘同学,男,高三(01),201807,-208.5,False
13985,潘同学,男,高三(01),201808,-134.1,False
13985,潘同学,男,高三(01),201809,-834.9,False
13985,潘同学,男,高三(01),201810,-608.45,False
13985,潘同学,男,高三(01),201811,-542.45,False
13985,潘同学,男,高三(01),201812,-749.15,False
13985,潘同学,男,高三(01),201901,-497.6,False
13986,黎同学,男,高三(04),201807,-153.6,False
13986,黎同学,男,高三(04),201808,-291.7,False
13986,黎同学,男,高三(04),201809,-561.9,False
13986,黎同学,男,高三(04),201810,-441.8,False
13986,黎同学,男,高三(04),201811,-467.7,False
13986,黎同学,男,高三(04),201812,-103.1,False
13986,黎同学,男,高三(04),201901,-408,False
13987,王同学,男,高三(01),201807,-77,True
13987,王同学,男,高三(01),201808,-227.3,True
13987,王同学,男,高三(01),201809,-519.8,True
13987,王同学,男,高三(01),201810,-529.2,True
13987,王同学,男,高三(01),201811,-508.5,True
13987,王同学,男,高三(01),201812,-609.9,True
13987,王同学,男,高三(01),201901,-346.45,True
13988,陈同学,女,高三(04),201807,-161,False
13988,陈同学,女,高三(04),201808,-110,False
13988,陈同学,女,高三(04),201809,-603.6,False
13988,陈同学,女,高三(04),201810,-368.7,False
13988,陈同学,女,高三(04),201811,-464.4,False
13988,陈同学,女,高三(04),201812,-481.1,False
13988,陈同学,女,高三(04),201901,-306.3,False
13989,宁同学,女,高三(09),201807,-87.5,False
13989,宁同学,女,高三(09),201808,-83.3,False
13989,宁同学,女,高三(09),201809,-304.5,False
13989,宁同学,女,高三(09),201810,-289.3,False
13989,宁同学,女,高三(09),201811,-334.3,False
13989,宁同学,女,高三(09),201812,-340.2,False
13989,宁同学,女,高三(09),201901,-271.55,False
13990,严同学,女,高三(10),201807,-153.7,True
13990,严同学,女,高三(10),201808,-177.5,True
13990,严同学,女,高三(10),201809,-550.5,True
13990,严同学,女,高三(10),201810,-504.65,True
13990,严同学,女,高三(10),201811,-471.45,True
13990,严同学,女,高三(10),201812,-698.95,True
13990,严同学,女,高三(10),201901,-422.6,True
13991,张同学,女,高三(12)IB,201807,0,False
13991,张同学,女,高三(12)IB,201808,0,False
13991,张同学,女,高三(12)IB,201809,-177.4,False
13991,张同学,女,高三(12)IB,201810,-187.1,False
13991,张同学,女,高三(12)IB,201811,-233.45,False
13991,张同学,女,高三(12)IB,201812,-154.3,False
13991,张同学,女,高三(12)IB,201901,-202.5,False
13992,施同学,女,高三(06),201807,-140.3,True
13992,施同学,女,高三(06),201808,-162.2,True
13992,施同学,女,高三(06),201809,-372.7,True
13992,施同学,女,高三(06),201810,-334.9,True
13992,施同学,女,高三(06),201811,-350.1,True
13992,施同学,女,高三(06),201812,-253.05,True
13992,施同学,女,高三(06),201901,-214.65,True
13993,徐同学,女,高三(04),201807,-76.9,True
13993,徐同学,女,高三(04),201808,-123.8,True
13993,徐同学,女,高三(04),201809,-600.3,True
13993,徐同学,女,高三(04),201810,-497.4,True
13993,徐同学,女,高三(04),201811,-528.9,True
13993,徐同学,女,高三(04),201812,-593.55,True
13993,徐同学,女,高三(04),201901,-364.95,True
13994,徐同学,女,高三(09),201807,-46.5,False
13994,徐同学,女,高三(09),201808,-202.2,False
13994,徐同学,女,高三(09),201809,-309,False
13994,徐同学,女,高三(09),201810,-189.8,False
13994,徐同学,女,高三(09),201811,-497.4,False
13994,徐同学,女,高三(09),201812,-326.95,False
13994,徐同学,女,高三(09),201901,-198.05,False
13995,李同学,男,高三(01),201807,-25.1,False
13995,李同学,男,高三(01),201808,-92.5,False
13995,李同学,男,高三(01),201809,-483.95,False
13995,李同学,男,高三(01),201810,-256.45,False
13995,李同学,男,高三(01),201811,-259.8,False
13995,李同学,男,高三(01),201812,-331.8,False
13995,李同学,男,高三(01),201901,-212.6,False
13996,李同学,男,高三(01),201807,-115.3,False
13996,李同学,男,高三(01),201808,-103.5,False
13996,李同学,男,高三(01),201809,-274.6,False
13996,李同学,男,高三(01),201810,-221.05,False
13996,李同学,男,高三(01),201811,-277,False
13996,李同学,男,高三(01),201812,-247.75,False
13996,李同学,男,高三(01),201901,-268.05,False
13997,杨同学,男,高三(01),201807,-123.8,False
13997,杨同学,男,高三(01),201808,-133,False
13997,杨同学,男,高三(01),201809,-477.1,False
13997,杨同学,男,高三(01),201810,-460.35,False
13997,杨同学,男,高三(01),201811,-290.35,False
13997,杨同学,男,高三(01),201812,-417.53,False
13997,杨同学,男,高三(01),201901,-187.15,False
13998,邱同学,男,高三(05),201807,-117.4,False
13998,邱同学,男,高三(05),201808,-117,False
13998,邱同学,男,高三(05),201809,-354.2,False
13998,邱同学,男,高三(05),201810,-246.05,False
13998,邱同学,男,高三(05),201811,-288.4,False
13998,邱同学,男,高三(05),201812,-380.45,False
13998,邱同学,男,高三(05),201901,-182.3,False
13999,陈同学,男,高三(01),201807,-80,True
13999,陈同学,男,高三(01),201808,-211.9,True
13999,陈同学,男,高三(01),201809,-389.9,True
13999,陈同学,男,高三(01),201810,-419.6,True
13999,陈同学,男,高三(01),201811,-402.1,True
13999,陈同学,男,高三(01),201812,-469.82,True
13999,陈同学,男,高三(01),201901,-340.2,True
14000,陈同学,男,高三(10),201807,-178.5,False
14000,陈同学,男,高三(10),201808,-159.2,False
14000,陈同学,男,高三(10),201809,-453.7,False
14000,陈同学,男,高三(10),201810,-445.1,False
14000,陈同学,男,高三(10),201811,-446.6,False
14000,陈同学,男,高三(10),201812,-398.2,False
14000,陈同学,男,高三(10),201901,-235,False
14001,陈同学,男,高三(02),201807,-142,True
14001,陈同学,男,高三(02),201808,-160.6,True
14001,陈同学,男,高三(02),201809,-854.6,True
14001,陈同学,男,高三(02),201810,-640.3,True
14001,陈同学,男,高三(02),201811,-634.45,True
14001,陈同学,男,高三(02),201812,-751.25,True
14001,陈同学,男,高三(02),201901,-530.85,True
14002,柴同学,男,高三(02),201807,-45.5,False
14002,柴同学,男,高三(02),201808,-194,False
14002,柴同学,男,高三(02),201809,-448.2,False
14002,柴同学,男,高三(02),201810,-409.5,False
14002,柴同学,男,高三(02),201811,-351.8,False
14002,柴同学,男,高三(02),201812,-509.4,False
14002,柴同学,男,高三(02),201901,-314.2,False
14003,张同学,女,高三(01),201807,-105.9,True
14003,张同学,女,高三(01),201808,-141.9,True
14003,张同学,女,高三(01),201809,-511.1,True
14003,张同学,女,高三(01),201810,-463.8,True
14003,张同学,女,高三(01),201811,-387.35,True
14003,张同学,女,高三(01),201812,-523.25,True
14003,张同学,女,高三(01),201901,-406.05,True
14004,李同学,女,高三(10),201807,-113,False
14004,李同学,女,高三(10),201808,-150,False
14004,李同学,女,高三(10),201809,-467,False
14004,李同学,女,高三(10),201810,-323.85,False
14004,李同学,女,高三(10),201811,-434.45,False
14004,李同学,女,高三(10),201812,-451.85,False
14004,李同学,女,高三(10),201901,-270.5,False
14005,庞同学,女,高三(01),201807,-62.9,False
14005,庞同学,女,高三(01),201808,-177.1,False
14005,庞同学,女,高三(01),201809,-712.7,False
14005,庞同学,女,高三(01),201810,-557.75,False
14005,庞同学,女,高三(01),201811,-177.9,False
14005,庞同学,女,高三(01),201812,-125,False
14005,庞同学,女,高三(01),201901,-170,False
14006,袁同学,女,高三(12)IB,201807,-8,False
14006,袁同学,女,高三(12)IB,201808,0,False
14006,袁同学,女,高三(12)IB,201809,-180.3,False
14006,袁同学,女,高三(12)IB,201810,-177.8,False
14006,袁同学,女,高三(12)IB,201811,-210.45,False
14006,袁同学,女,高三(12)IB,201812,-207.7,False
14006,袁同学,女,高三(12)IB,201901,-132.1,False
14007,黄同学,女,高三(07),201807,-49.6,False
14007,黄同学,女,高三(07),201808,-48,False
14007,黄同学,女,高三(07),201809,-188.7,False
14007,黄同学,女,高三(07),201810,-215.5,False
14007,黄同学,女,高三(07),201811,-154.7,False
14007,黄同学,女,高三(07),201812,-320.65,False
14007,黄同学,女,高三(07),201901,-235.75,False
14008,谭同学,女,高三(09),201807,-113.7,True
14008,谭同学,女,高三(09),201808,-239.6,True
14008,谭同学,女,高三(09),201809,-517.7,True
14008,谭同学,女,高三(09),201810,-395.8,True
14008,谭同学,女,高三(09),201811,-455.55,True
14008,谭同学,女,高三(09),201812,-550.6,True
14008,谭同学,女,高三(09),201901,-347.6,True
14009,王同学,男,高三(08),201807,-91.8,False
14009,王同学,男,高三(08),201808,-118.5,False
14009,王同学,男,高三(08),201809,-393.2,False
14009,王同学,男,高三(08),201810,-299.5,False
14009,王同学,男,高三(08),201811,-333.1,False
14009,王同学,男,高三(08),201812,-444.4,False
14009,王同学,男,高三(08),201901,-317.1,False
14010,孙同学,男,高三(05),201807,-159.5,True
14010,孙同学,男,高三(05),201808,-220.6,True
14010,孙同学,男,高三(05),201809,-822.5,True
14010,孙同学,男,高三(05),201810,-831.95,True
14010,孙同学,男,高三(05),201811,-759.3,True
14010,孙同学,男,高三(05),201812,-1284.4,True
14010,孙同学,男,高三(05),201901,-463.8,True
14011,任同学,女,高三(07),201807,-112,True
14011,任同学,女,高三(07),201808,-116.6,True
14011,任同学,女,高三(07),201809,-475.5,True
14011,任同学,女,高三(07),201810,-398.15,True
14011,任同学,女,高三(07),201811,-503.75,True
14011,任同学,女,高三(07),201812,-582.4,True
14011,任同学,女,高三(07),201901,-413.35,True
14012,邬同学,女,高三(02),201807,-90,False
14012,邬同学,女,高三(02),201808,-76.5,False
14012,邬同学,女,高三(02),201809,-221.6,False
14012,邬同学,女,高三(02),201810,-198.5,False
14012,邬同学,女,高三(02),201811,-506.4,False
14012,邬同学,女,高三(02),201812,-285.45,False
14012,邬同学,女,高三(02),201901,-286.25,False
14013,严同学,女,高三(07),201807,-24,False
14013,严同学,女,高三(07),201808,-85,False
14013,严同学,女,高三(07),201809,-304.3,False
14013,严同学,女,高三(07),201810,-196.45,False
14013,严同学,女,高三(07),201811,-239.9,False
14013,严同学,女,高三(07),201812,-256.4,False
14013,严同学,女,高三(07),201901,-191.55,False
14014,王同学,男,高三(07),201807,-100.3,False
14014,王同学,男,高三(07),201808,-92.5,False
14014,王同学,男,高三(07),201809,-478.2,False
14014,王同学,男,高三(07),201810,-418.95,False
14014,王同学,男,高三(07),201811,-406.7,False
14014,王同学,男,高三(07),201812,-439.3,False
14014,王同学,男,高三(07),201901,-312.6,False
14015,刘同学,男,高三(09),201807,-89.4,False
14015,刘同学,男,高三(09),201808,-175.1,False
14015,刘同学,男,高三(09),201809,-582.2,False
14015,刘同学,男,高三(09),201810,-525.05,False
14015,刘同学,男,高三(09),201811,-489.35,False
14015,刘同学,男,高三(09),201812,-621.5,False
14015,刘同学,男,高三(09),201901,-381.5,False
14016,金同学,男,高三(04),201807,-117.8,False
14016,金同学,男,高三(04),201808,-36,False
14016,金同学,男,高三(04),201809,-613.8,False
14016,金同学,男,高三(04),201810,-401.15,False
14016,金同学,男,高三(04),201811,-360.45,False
14016,金同学,男,高三(04),201812,-388.4,False
14016,金同学,男,高三(04),201901,-241.25,False
14017,洪同学,男,高三(06),201807,-79.3,False
14017,洪同学,男,高三(06),201808,-120,False
14017,洪同学,男,高三(06),201809,-346.9,False
14017,洪同学,男,高三(06),201810,-257.65,False
14017,洪同学,男,高三(06),201811,-344.7,False
14017,洪同学,男,高三(06),201812,-346.75,False
14017,洪同学,男,高三(06),201901,-220.6,False
14018,虞同学,男,高三(08),201807,-159.2,True
14018,虞同学,男,高三(08),201808,-232.4,True
14018,虞同学,男,高三(08),201809,-610.3,True
14018,虞同学,男,高三(08),201810,-585.8,True
14018,虞同学,男,高三(08),201811,-540.75,True
14018,虞同学,男,高三(08),201812,-686.95,True
14018,虞同学,男,高三(08),201901,-479.45,True
14019,包同学,女,高三(10),201807,-45,False
14019,包同学,女,高三(10),201808,-86,False
14019,包同学,女,高三(10),201809,-421.3,False
14019,包同学,女,高三(10),201810,-399.45,False
14019,包同学,女,高三(10),201811,-346.7,False
14019,包同学,女,高三(10),201812,-448.4,False
14019,包同学,女,高三(10),201901,-257.45,False
14020,徐同学,女,高三(02),201807,-45,False
14020,徐同学,女,高三(02),201808,-87.5,False
14020,徐同学,女,高三(02),201809,-419.8,False
14020,徐同学,女,高三(02),201810,-429.85,False
14020,徐同学,女,高三(02),201811,-383.15,False
14020,徐同学,女,高三(02),201812,-388.6,False
14020,徐同学,女,高三(02),201901,-328,False
14021,侯同学,女,高三(01),201807,-103.8,False
14021,侯同学,女,高三(01),201808,-105.5,False
14021,侯同学,女,高三(01),201809,-312.5,False
14021,侯同学,女,高三(01),201810,-307.75,False
14021,侯同学,女,高三(01),201811,-318.7,False
14021,侯同学,女,高三(01),201812,-350,False
14021,侯同学,女,高三(01),201901,-200.35,False
14022,谢同学,女,高三(02),201807,-145.5,False
14022,谢同学,女,高三(02),201808,-24,False
14022,谢同学,女,高三(02),201809,-144,False
14022,谢同学,女,高三(02),201810,-141.5,False
14022,谢同学,女,高三(02),201811,-152.5,False
14022,谢同学,女,高三(02),201812,-193,False
14022,谢同学,女,高三(02),201901,-144.25,False
14023,方同学,男,高三(05),201807,-84.1,False
14023,方同学,男,高三(05),201808,-109,False
14023,方同学,男,高三(05),201809,-604,False
14023,方同学,男,高三(05),201810,-541.45,False
14023,方同学,男,高三(05),201811,-364.15,False
14023,方同学,男,高三(05),201812,-521.45,False
14023,方同学,男,高三(05),201901,-332.05,False
14024,张同学,男,高三(01),201807,-113.7,False
14024,张同学,男,高三(01),201808,-121.3,False
14024,张同学,男,高三(01),201809,-503.2,False
14024,张同学,男,高三(01),201810,-537.3,False
14024,张同学,男,高三(01),201811,-665,False
14024,张同学,男,高三(01),201812,-987.4,False
14024,张同学,男,高三(01),201901,-555.6,False
